depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,num_demands,num_cancellation_demands,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap,filter_demand,optimizer_constructor
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.05,Optimal,0.4637620449066162,1,102,28,0,365.3261311385037,92.53780034631154,1.5401459854014599,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.1,Optimal,0.44423484802246094,1,102,28,0,376.3349704480112,119.75874851826507,1.5211267605633803,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.15,Optimal,0.5055429935455322,1,102,28,0,365.3261311385037,119.75874851826507,1.5401459854014599,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.2,Optimal,0.5317349433898926,1,102,28,0,365.3261311385037,92.53780034631154,1.5401459854014599,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.25,Optimal,0.4790489673614502,1,102,28,0,365.3261311385037,119.75874851826507,1.5401459854014599,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.3,Optimal,0.449631929397583,2,102,28,0,816.4479049289139,303.06796185287214,1.4152342830233104,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.35,Optimal,0.4646780490875244,2,102,28,0,907.6317013873397,239.12826515504543,1.1075656677765446,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.4,Optimal,0.4557039737701416,2,102,28,0,901.046168422242,278.0659622029587,1.420914345769837,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.45,Optimal,0.4962639808654785,2,102,28,0,827.7780204923781,205.52861177565086,1.391958041958042,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.5,Optimal,0.45858216285705566,2,102,28,0,815.5745059031537,178.07757958887981,1.152148464398843,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.55,Optimal,0.432574987411499,3,102,28,0,1260.1107467284662,391.259195115557,1.2522614518401018,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.6,Optimal,0.42991089820861816,3,102,28,0,1260.1107467284662,364.0382469436035,1.2522614518401018,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.65,Optimal,0.436129093170166,3,102,28,0,1260.1107467284662,391.259195115557,1.2522614518401018,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.7,Optimal,0.41573286056518555,3,102,28,0,1260.1107467284662,391.259195115557,1.2522614518401018,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.75,Optimal,0.46254992485046387,4,102,28,0,1347.2562753516393,391.259195115557,1.3520056377274514,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.8,Optimal,0.6015288829803467,4,102,28,0,1579.9229144700612,469.69331897624005,1.195593624731727,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.85,Optimal,0.5828168392181396,4,102,28,0,1579.9229144700612,469.69331897624005,1.2266743516232173,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.9,Optimal,0.46248912811279297,5,102,28,0,1787.0684430932342,612.44559781985,1.326624582188735,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.95,Optimal,0.45095300674438477,6,102,28,0,1964.3579959865403,728.6858088872046,1.5085143187172625,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,0.43080806732177734,7,102,28,0,2410.479769776951,965.0607141848792,1.460523723277081,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.05,Optimal,0.03420686721801758,1,12,28,0,87.14552862317305,0.0,1.7083333333333333,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.1,Optimal,0.039006948471069336,1,12,28,0,336.1550409691662,154.5944951582037,1.2121212121212122,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.15,Optimal,0.04435992240905762,1,12,28,0,427.8823621717387,196.2294551022478,1.485981308411215,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.2,Optimal,0.04472708702087402,1,12,28,0,457.38332662268965,178.07029016142178,1.5384615384615385,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.25,Optimal,0.03788304328918457,1,12,28,0,457.38332662268965,178.07029016142178,1.5384615384615385,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.3,Optimal,0.043530941009521484,2,12,28,0,750.828230055542,245.54410856535543,1.1060987903225805,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.35,Optimal,0.044194936752319336,2,12,28,0,894.7846155899625,271.50044659729195,1.1083191850594227,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.4,Optimal,0.04104185104370117,2,12,28,0,907.6317013873397,316.19367264151464,1.1537290150051998,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.45,Optimal,0.044097185134887695,2,12,28,0,907.6317013873397,291.71186839257,1.10874213836478,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.5,Optimal,0.04246687889099121,3,12,28,0,994.7772300105128,285.8910286513023,1.232430159426649,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.55,Optimal,0.044033050537109375,3,12,28,0,1329.7108270919348,554.3451120161931,0.9120167675826735,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.6,Optimal,0.043107032775878906,3,12,28,0,1352.1679422126522,540.2869104076942,1.2330634701361791,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.65,Optimal,0.044695138931274414,4,12,28,0,1439.3134708358252,464.5887400554239,1.5869669857054884,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.7,Optimal,0.04321885108947754,4,12,28,0,1347.2562753516393,422.93957417701284,1.4360301599055978,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.75,Optimal,0.049878835678100586,5,12,28,0,1519.7233792460943,481.9100806522354,1.6023046923856525,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.8,INFEASIBLE_OR_UNBOUNDED,0.054718971252441406,0,12,28,0,0.0,0.0,0.0,,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.85,INFEASIBLE_OR_UNBOUNDED,0.02552199363708496,0,12,28,0,0.0,0.0,0.0,,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.9,INFEASIBLE_OR_UNBOUNDED,0.008027076721191406,0,12,28,0,0.0,0.0,0.0,,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,0.95,INFEASIBLE_OR_UNBOUNDED,0.006455898284912109,0,12,28,0,0.0,0.0,0.0,,true,Gurobi.Optimizer
VLP Sternberg,2025-06-01,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,INFEASIBLE_OR_UNBOUNDED,0.0028340816497802734,0,12,28,0,0.0,0.0,0.0,,true,Gurobi.Optimizer
VLP Sternberg,2025-06-02,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.05,Optimal,0.657477855682373,1,102,51,0,433.08833313898697,131.73096401682665,1.359375,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-02,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.1,Optimal,0.7704169750213623,1,102,51,0,433.08833313898697,131.73096401682665,1.359375,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-02,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.15,Optimal,0.8506660461425781,1,102,51,0,470.88236217173846,105.98095272416845,1.2378048780487805,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-02,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.2,Optimal,0.6027498245239258,2,102,51,0,519.6123388743231,105.98095272416845,1.3331881533101044,0.0,true,Gurobi.Optimizer
VLP Sternberg,2025-06-02,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.25,Optimal,0.5447540283203125,2,102,51,0,909.1687043446146,405.7992190380295,1.25625,0.0,true,Gurobi.Optimizer
